 -7.75927059 -7.38301082 -7.0136876 -6.65190377 -6.29828986 -5.95350513
 -5.61823872 -5.29321086 -4.97917403 -4.67691428 -4.3872525 -4.11104578
 -3.84918885 -3.60261553 -3.37230023 -3.16555025 -2.97260204 -2.79313966
 -2.62687052 -2.47601248 -2.34275887 -2.23445592 -2.15410233 -2.07849447
 -2.00793433 -1.94860669 -1.89020547 -1.8325185 -1.77215927 -1.71405257
 -1.66098534 -1.61479752 -1.57508228 -1.538473 -1.50529818 -1.47766648
 -1.45180434 -1.42782292 -1.40961237 -1.39145761 -1.37144834 -1.34729531
 -1.32086552 -1.29573837 -1.27227867 -1.25122658 -1.23057029 -1.21034396
 -1.18946112 -1.16984156 -1.15188462 -1.13644732 -1.12274736 -1.11000799
 -1.09845603 -1.08822497 -1.07870357 -1.06993587 -1.05740202 -1.04928093
 -1.04629771 -1.04780895 -1.05534814 -1.07000789 -1.09701534 -1.13543
 -1.17207682 -1.20649912 -1.23345133 -1.26334451 -1.2963179 -1.32844885
 -1.36608271 -1.41169275 -1.47590707 -1.5509923 -1.61857733 -1.67397011
 -1.70387613 -1.74530559 -1.79885132 -1.84828177 -1.9221955 -2.02703467
 -2.11836786 -2.2488162 -2.47889404 -2.81380685 -3.25897419 -3.82003779
 -4.50286996 -5.31358234 -6.25853488 -7.34434527 -8.57789858 -9.96635737
 -11.5171721 -13.238092 -15.137176 -17.2228049 -0.709780213 -0.609446309
 -0.520902663 -0.447681279 -0.386736759 -0.343193054 -0.311529571 -0.286737479
 -0.27109967 -0.254166382 -0.235072298 -0.215412388 -0.19453493 -0.173913078
 -0.156207253 -0.142952779 -0.126484556 -0.103687139 -0.0804386173
 -0.0585289025 -0.0371522886 -0.0151316248  0.00778617043  0.0301416163
  0.0516407583  0.0725592077  0.0923025339  0.11159354  0.131808771  0.1537016
  0.173261998  0.187832347  0.202246734  0.218876705  0.235825863  0.250115085
  0.26065812  0.271249592  0.283052117  0.29347063  0.30155272  0.307434649
  0.311241946  0.312336997  0.312345874  0.311408928  0.308853096  0.303761135
  0.296822042  0.289186087  0.280830978  0.271535716  0.261589557  0.250124464
  0.236714476  0.221334376  0.204075191  0.184927451  0.163072148  0.13697859
  0.109155028  0.0799533844  0.0496409797  0.0189720222 -0.0110469258
 -0.0444229812 -0.0820742162 -0.122933835 -0.166157986 -0.212953125
 -0.265637556 -0.326409058 -0.38919577 -0.450616045 -0.518003202 -0.595219357
 -0.681171703 -0.773255258 -0.87119857 -0.9780471 -1.09541601 -1.22209705
 -1.34920704 -1.48912473 -1.66656176 -1.90115262 -2.14006731 -2.36174049
 -2.61086952 -2.86100227 -3.16874361 -3.6409498 -4.29389304 -5.14513918
 -6.213643 -7.51985032 -9.08580734 -10.9352778 -13.0938685 -15.5891636
 -0.196011665 -0.154836036 -0.116442431 -0.0814139639 -0.0504045639
 -0.0241464689 -0.00726987539  0.00765909683  0.0252284354  0.0455392577
  0.0690894464  0.0955674005  0.126628681  0.158843037  0.189019472
  0.218275043  0.247534612  0.276288614  0.303059375  0.329670161  0.358905747
  0.388135731  0.413766986  0.437976763  0.463659569  0.488682482  0.510054516
  0.529193988  0.547753057  0.564847244  0.578494226  0.590295844  0.602507524
  0.6140155  0.622305712  0.629376763  0.638581239  0.6482424  0.65563152
  0.661653597  0.667592241  0.673240601  0.678706697  0.683231278  0.68519535
  0.685280519  0.684623778  0.683080582  0.680228211  0.676324601  0.671728612
  0.666616152  0.661952071  0.656755648  0.648268643  0.637699149  0.628504601
  0.619466173  0.607265786  0.592574435  0.577950238  0.562243014  0.541720863
  0.517181206  0.491412236  0.464387124  0.436824264  0.407795513  0.37442086
  0.336650686  0.294408483  0.248333026  0.202039729  0.154972013  0.105731315
  0.0531792348 -0.00794640347 -0.0771993142 -0.149102711 -0.224531315
 -0.309065209 -0.401819793 -0.493269239 -0.583720731 -0.678207238 -0.776649183
 -0.877711331 -0.981202654 -1.08415385 -1.18726118 -1.30111895 -1.42688672
 -1.56681419 -1.72235873 -1.89512223 -2.08686519 -2.29952219 -2.53521883
 -2.79629032 -3.08530186 -0.0719023216 -0.0518778759 -0.0250448203
  0.0107744186  0.050592264  0.0947756862  0.147590979  0.194873262
  0.255325237  0.317759498  0.375219437  0.427821574  0.481227947  0.531503989
  0.585448543  0.634692528  0.676315733  0.716824501  0.75932897  0.791741472
  0.82176296  0.855066113  0.88479792  0.910939658  0.93907392  0.962521019
  0.988496863  1.01138317  1.03255845  1.05397293  1.07639893  1.09625987
  1.11509204  1.12844579  1.14402851  1.16136937  1.175095  1.18645455
  1.19813573  1.20983274  1.21904761  1.22802615  1.23213105  1.23589584
  1.24353444  1.2455882  1.24932418  1.24851808  1.24402517  1.24171702
  1.23822161  1.23386001  1.22735765  1.21729892  1.21279269  1.2052323
  1.19497738  1.18404215  1.1722119  1.15811045  1.14764982  1.13352685
  1.11970137  1.10778572  1.08959235  1.07450516  1.05802287  1.03766852
  1.01695873  0.994649927  0.975334155  0.950137332  0.924583007  0.895786879
  0.866690446  0.833928012  0.792283305  0.74902181  0.702951467  0.657047058
  0.605907798  0.54872256  0.484691799  0.4087811  0.338381712  0.271744308
  0.188552477  0.0931129937  0.00120488554 -0.106526337 -0.180278274
 -0.268281887 -0.357384963 -0.427875128 -0.494916893 -0.566641628 -0.643368205
 -0.725435959 -0.813205813 -0.907061424 -0.0487215332 -0.0160619611
  0.0390937273  0.111405041  0.187855856  0.267336755  0.350732869  0.43621036
  0.515228764  0.592210872  0.670996488  0.739004155  0.804634262  0.863815548
  0.914750606  0.9619849  1.0069975  1.0505464  1.08863526  1.13209984
  1.17403453  1.21149656  1.24706928  1.28389558  1.31568381  1.35255119
  1.3814764  1.41450959  1.44282343  1.47377453  1.49584989  1.52148203
  1.5489343  1.5716336  1.59030688  1.61103902  1.62854814  1.64541588
  1.66252277  1.67427759  1.68492638  1.69551126  1.70370188  1.71274348
  1.71854823  1.72249038  1.72813328  1.72914331  1.73156675  1.73146946
  1.72707378  1.72162278  1.71625435  1.71128542  1.70204472  1.69360848
  1.67869428  1.6660956  1.65329182  1.63817274  1.62006492  1.59904871
  1.58119212  1.55962991  1.53945386  1.5155052  1.49070689  1.46632167
  1.44066782  1.41714191  1.39080708  1.36496229  1.33727588  1.30902376
  1.28038875  1.25241242  1.22293451  1.18761423  1.15259843  1.11728835
  1.07668519  1.03509895  0.98380619  0.930682632  0.868810765  0.8016986
  0.730431186  0.647281563  0.562409182  0.462786937  0.36059458  0.262456864
  0.165953562  0.0531212671 -0.0231473969 -0.109656828 -0.215104851
 -0.325729583 -0.441028158 -0.560247623 -0.0037047712  0.0675348319
  0.151372567  0.250590417  0.360583585  0.482349501  0.596283389  0.696786108
  0.792884081  0.883204452  0.963162501  1.0350135  1.10248606  1.16330901
  1.22455756  1.28182657  1.33935577  1.39703729  1.44672594  1.49729269
  1.54801493  1.59593159  1.64431385  1.68737492  1.73159835  1.76959211
  1.80689088  1.84412878  1.87544739  1.90799706  1.93881372  1.96422261
